code,name
D07.4,Ung thư biểu mô tại chỗ của dương vật
D07.1,Ung thư biểu mô tại chỗ của âm hộ
D07.6,Ung thư biểu mô tại chỗ của cơ quan sinh dục nam khác và không xác định
D04.4,Ung thư biểu mô tại chỗ của da đầu và cổ
D04.5,Ung thư biểu mô tại chỗ của da thân mình
D04.1,Ung thư biểu mô tại chỗ của da mi mắt bao gồm góc mắt
D04.6,"Ung thư biểu mô tại chỗ của da chi trên, bao gồm vai"
D04.3,Ung thư biểu mô tại chỗ của da của phần khác và không xác định của mặt
D04.7,"Ung thư biểu mô tại chỗ của da chi dưới, bao gồm hông"
D04.9,"Ung thư biểu mô tại chỗ của da, không đặc hiệu"
D04.0,Ung thư biểu mô tại chỗ của da môi
D04.8,Ung thư biểu mô tại chỗ của da ở vị trí khác
D04.2,Ung thư biểu mô tại chỗ của da vùng tai và ống tai ngoài
D42.9,"U tân sinh không chắc chắn hoặc chưa rõ tính chất của màng não, không đặc hiệu"
D42.0,U tân sinh không chắc chắn hoặc chưa rõ tính chất của màng não thuộc não
D42.1,U tân sinh không chắc chắn hoặc chưa rõ tính chất của màng não thuộc tuỷ sống
D46.0,"Thiếu máu dai dẳng không có nguyên hồng cầu sắt vòng, được xác định"
D46.6,Hội chứng rối loạn sinh tuỷ có bất thường nhiễm sắc thể del (5q) đơn độc
D46.5,Thiếu máu dai dẳng có loạn sản đa dòng tế bào (MDS- MLD)
D46.2,Thiếu máu dai dẳng có tăng nguyên bào ác tính [RAEB]
D46.1,Hội chứng rối loạn sinh tuỷ có nguyên hồng cầu sắt vòng
D46.9,"Hội chứng rối loạn sinh tuỷ, không đặc hiệu"
D46.7,Hội chứng rối loạn sinh tuỷ xương khác
D46.4,"Thiếu máu dai dẳng, không đặc hiệu"
D37.4,U tân sinh chưa rõ tính chất của đại tràng
D37.5,U tân sinh chưa rõ tính chất của trực tràng
D37.2,U tân sinh chưa rõ tính chất của ruột non
D37.0,"U tân sinh chưa rõ tính chất của môi, xoang miệng và họng"
D37.6,"U tân sinh chưa rõ tính chất của gan, túi mật và ống dẫn mật"
D37.9,U tân sinh chưa rõ tính chất của cơ quan tiêu hoá không đặc hiệu
D37.1,U tân sinh chưa rõ tính chất của dạ dày
D37.7,U tân sinh chưa rõ tính chất của cơ quan tiêu hoá khác
D37.3,U tân sinh chưa rõ tính chất của ruột thừa
D41.1,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Bể thận
D41.3,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Niệu đạo
D41.7,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Cơ quan tiết niệu khác
D41.2,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Niệu quản
D41.4,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Bàng quang
D41.9,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Cơ quan tiết niệu không đặc hiệu
D41.0,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Thận
D47.3,Bệnh tăng tiểu cầu (xuất huyết) vô căn
D47.4,Bệnh xơ hoá tuỷ xương
D47.2,Bệnh lý gamma đơn dòng thể không xác định triệu chứng (MGMUS)
D47.9,"U tân sinh không đặc hiệu, không chắc chắn hoặc không rõ tính chất của mô lympho, mô tạo huyết và mô liên quan"
D47.1,Bệnh bạch cầu tăng sinh tuỷ mạn tính
D47.7,"U tân sinh xác định khác, không rõ hoặc không biết tính chất của mô lympho, mô tạo huyết và mô liên quan"
D47.0,U tổ chức bào và dưỡng bào không triệu chứng
D47.5,Bệnh bạch cầu dòng tế bào ưa acid mạn tính [hội chứng tăng bạch cầu ưa acid]
D39.2,U tân sinh không chắc chắn hoặc chưa rõ tính chất của nhau (rau) thai
D39.7,U tân sinh không chắc chắn hoặc chưa rõ tính chất của cơ quan sinh dục nữ khác
D39.0,U tân sinh không chắc chắn hoặc chưa rõ tính chất của tử cung
D39.9,U tân sinh không chắc chắn hoặc chưa rõ tính chất của cơ quan sinh dục nữ không đặc hiệu
D39.1,U tân sinh không chắc chắn hoặc chưa rõ tính chất của buồng trứng
D48.3,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vùng sau phúc mạc"
D48.2,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của thần kinh ngoại vi và thần kinh tự chủ"
D48.5,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của da"
D48.7,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vị trí xác định khác"
D48.0,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của xương và sụn khớp"
D48.6,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vú"
D48.9,"U tân sinh không chắc chắn hoặc chưa rõ tính chất, không đặc hiệu"
D48.1,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của mô liên kết và mô mềm khác"
D48.4,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của phúc mạc"
D44.5,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tuyến tùng
D44.0,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tuyến giáp
D44.8,U tân sinh không chắc chắn hoặc chưa rõ tính chất: đa u tuyến nội tiết
D44.3,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tuyến yên
D44.9,"U tân sinh không chắc chắn hoặc không rõ tính chất của: tuyến nội tiết, không đặc hiệu"
D44.6,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Thể cảnh
D44.7,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Thể động mạch chủ và thể cận hạch khác
D44.4,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Ống sọ- hầu
D44.1,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tuyến thượng thận
D44.2,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tuyến cận giáp
D40.7,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Các cơ quan sinh dục nam khác
D40.0,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tiền liệt tuyến
D40.1,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Tinh hoàn
D40.9,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Cơ quan sinh dục nam không đặc hiệu
D43.0,"U tân sinh không chắc chắn hoặc chưa rõ tính chất của Não, trên lều não"
D43.2,"U tân sinh không chắc chắn hoặc chưa rõ tính chất của Não, không đặc hiệu"
D43.9,"U tân sinh không chắc chắn hoặc chưa rõ tính chất của Hệ thần kinh trung ương, không đặc hiệu"
D43.4,U tân sinh không chắc chắn hoặc chưa rõ tính chất của tuỷ sống
D43.3,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Thần kinh sọ
D43.7,U tân sinh không chắc chắn hoặc chưa rõ tính chất của Phần khác của hệ thần kinh trung ương
D43.1,"U tân sinh không chắc chắn hoặc chưa rõ tính chất của Não, dưới lều não"
D38.6,U tân sinh chưa rõ tính chất của cơ quan hô hấp không đặc hiệu
D38.0,U tân sinh chưa rõ tính chất của thanh quản
D38.4,U tân sinh chưa rõ tính chất của tuyến ức
D38.2,U tân sinh chưa rõ tính chất màng phổi
D38.5,U tân sinh chưa rõ tính chất của cơ quan hô hấp khác
D38.1,"U tân sinh chưa rõ tính chất của khí quản, phế quản và phổi"
D38.3,U tân sinh chưa rõ tính chất của trung thất
C76.4,U ác vị trí khác và không rõ ràng của: Chi trên
C76.7,U ác ở vị trí không rõ ràng khác
C76.3,U ác vị trí khác và không rõ ràng của: Vùng chậu
C76.8,U ác với tổn thương chồng lấn của các vị trí khác và không rõ ràng
C76.0,U ác vị trí khác và không rõ ràng của: Đầu mặt và cổ
C76.1,U ác vị trí khác và không rõ ràng của: Ngực
C76.5,U ác vị trí khác và không rõ ràng của: Chi dưới
C76.2,U ác vị trí khác và không rõ ràng của: Bụng
C80.9,"U ác, không xác định vị trí nguyên phát"
C80.0,"U ác tính, không xác định được vị trí nguyên phát"
C78.6,U ác thứ phát tại sau phúc mạc và phúc mạc
C78.0,U ác thứ phát tại phổi
C78.2,U ác thứ phát tại màng phổi
C78.7,U ác thứ phát tại gan và đường mật trong gan
C78.8,U ác thứ phát tại cơ quan tiêu hoá khác và không xác định
C78.3,U ác thứ phát tại cơ quan hô hấp khác và không xác định
C78.1,U ác thứ phát tại trung thất
C78.4,U ác thứ phát tại ruột non
C78.5,U ác thứ phát tại đại tràng và trực tràng
C77.0,U ác của hạch của vùng đầu mặt cổ
C77.3,U ác thứ phát và không xác định của hạch nách và hạch chi trên
C77.9,"U ác thứ phát và không xác định của hạch lympho, không xác định"
C77.8,U ác thứ phát và không xác định của hạch của nhiều vùng
C77.2,U ác thứ phát và không xác định của hạch trong khoang bụng
C77.4,U ác thứ phát và không xác định của hạch bẹn và hạch chi dưới
C77.1,U ác thứ phát và không xác định của hạch trong lồng ngực
C77.5,U ác thứ phát và không xác định của hạch trong vùng chậu
C79.5,U ác thứ phát tại xương và tuỷ xương
C79.9,"U ác thứ phát, vị trí không xác định"
C79.1,U ác thứ phát tại bàng quang và cơ quan tiết niệu khác và không xác định
C79.3,U ác thứ phát tại não và màng não
C79.2,U ác thứ phát tại da
C79.0,U ác thứ phát tại thận và bể thận
C79.8,U ác thứ phát tại các vị trí xác định khác
C79.7,U ác thứ phát tại tuyến thượng thận
C79.4,U ác thứ phát khác và không xác định vị trí của hệ thần kinh
C79.6,U ác thứ phát tại buồng trứng
C40.1,U ác của xương ngắn của chi trên
C40.2,U ác của xương dài của chi dưới
C40.9,"U ác của xương và sụn khớp của chi, không đặc hiệu"
C40.0,U ác của xương bả vai và xương dài của chi trên
C40.3,U ác của xương ngắn của chi dưới
C40.8,U ác với tổn thương chồng lấn của xương và sụn khớp của các chi
C41.2,U ác của cột sống
C41.1,U ác của xương hàm dưới
C41.9,U ác của xương và sụn khớp không đặc hiệu
C41.0,U ác của xương sọ và xương mặt
C41.4,"U ác của xương chậu, xương cùng và xương cụt"
C41.3,"U ác của xương sườn, xương ức và xương đòn"
C41.8,U ác với tổn thương chồng lấn của xương và sụn khớp
C50.2,U ác của 1/ 4 trên- trong vú
C50.0,U ác của núm và quầng vú
C50.4,U ác của 1/ 4 trên- ngoài vú
C50.1,U ác của vùng trung tâm vú
C50.8,U ác với tổn thương chồng lấn của vú
C50.3,U ác của 1/ 4 dưới- trong vú
C50.5,U ác của 1/ 4 dưới- ngoài vú
C50.9,U ác của vú không đặc hiệu
C50.6,U ác của đuôi nách của vú
C62.9,U ác của tinh hoàn không đặc hiệu
C62.1,U ác của tinh hoàn đã xuống
C62.0,U ác của tinh hoàn không xuống
C60.0,U da ác tính bao quy đầu
C60.9,U ác của dương vật không đặc hiệu
C60.1,U da ác của quy đầu dương vật
C60.2,U ác của thân dương vật
C60.8,U ác với tổn thương chồng lấn của dương vật
C63.9,U ác của cơ quan sinh dục nam không xác định
C63.2,U ác của bìu (Dái)
C63.0,U ác của mào tinh
C63.7,U ác của cơ quan sinh dục nam xác định khác
C63.8,U ác với tổn thương chồng lấn của cơ quan sinh dục nam
C63.1,U ác của thừng tinh
C02.9,U ác của lưỡi không đặc hiệu
C02.1,U ác bờ của lưỡi
C02.2,U ác mặt bụng của lưỡi
C02.0,U ác mặt lưng của lưỡi
C02.3,"U ác hai phần ba trước của lưỡi, phần không xác định"
C02.8,U ác với tổn thương chồng lấn của lưỡi
C02.4,U ác của amidan lưỡi
C06.0,U ác của niêm mạc má
C06.2,U ác vùng hậu hàm
C06.1,U ác của tiền đình của miệng
C06.8,U ác với tổn thương chồng lấn của phần khác và không xác định của miệng
C06.9,"U ác của miệng, không đặc hiệu"
C14.0,"U ác của họng, không đặc hiệu"
C14.2,U ác của Vòng bạch huyết Waldeyer
C14.8,"U ác với tổn thương chồng lấn của môi, khoang miệng và họng"
C09.0,U ác của hố amidan
C09.8,U ác với tổn thương chồng lấn của amidan
C09.1,U ác của trụ amidan (trước) (sau)
C09.9,U ác của amidan không đặc hiệu
C13.2,U ác của vách sau của hạ họng
C13.1,"U ác của nếp sụn phễu- nắp thanh quản [nếp phễu nắp], mặt hạ họng"
C13.0,U ác của vùng sau sụn nhẫn
C13.9,U ác của hạ họng không đặc hiệu
C13.8,U ác với tổn thương chồng lấn của hạ họng
C05.0,U ác của khẩu cái cứng
C05.9,"U ác của khẩu cái, không đặc hiệu"
C05.2,U ác của lưỡi gà
C05.8,U ác với tổn thương chồng lấn của khẩu cái
C05.1,U ác của khẩu cái mềm
C11.8,U ác với tổn thương chồng lấn của họng mũi
C11.3,U ác của vách trước của họng mũi
C11.0,U ác của vách trên của họng mũi
C11.1,U ác của vách sau của họng mũi
C11.2,U ác của vách bên của họng mũi
C11.9,U ác của họng mũi không đặc hiệu
C04.1,U ác của sàn miệng bên
C04.8,U ác với tổn thương chồng lấn của sàn miệng
C04.0,U ác của sàn trước miệng
C04.9,"U ác của sàn miệng, không đặc hiệu"
C00.1,U ác của môi: phần ngoài môi dưới
C00.3,"U ác của môi: Môi trên, mặt trong"
C00.6,U ác của mép môi
C00.0,U ác của môi: Phần ngoài môi trên
C00.5,"U ác: Mặt trong môi, không xác định trên hay dưới"
C00.8,U ác với tổn thương chồng lấn của môi
C00.2,"U ác của môi: Phần ngoài môi, không xác định trên hay dưới"
C00.9,"U ác của môi, không xác định"
C00.4,"U ác của môi: Môi dưới, mặt trong"
C10.8,U ác với tổn thương chồng lấn của họng miệng
C10.3,U ác của thành sau họng miệng
C10.2,U ác của thành bên họng miệng
C10.1,U ác của mặt trước của nắp thanh môn
C10.4,U ác của họng miệng: Khe mang
C10.0,U ác của nắp thanh quản
C10.9,"U ác của họng miệng, không đặc hiệu"
