code,name
Z88.2,Tiền sử bản thân dị ứng với sulfonamides
Z88.0,Tiền sử bản thân dị ứng với penicillin
Z88.1,Tiền sử bản thân dị ứng với các kháng sinh khác
Z88.3,Tiền sử bản thân dị ứng với các tác nhân chống nhiễm khuẩn khác
Z88.9,"Tiền sử bản thân dị ứng với thuốc, dược phẩm và chất sinh học không xác định"
Z95.4,Còn van tim thay thế khác
Z95.1,Còn ghép nối động mạch chủ- vành (bypass)
Z95.9,"Còn thiết bị implant và vật ghép tim và mạch máu, không xác định"
Z95.8,Còn thiết bị implant và vật ghép của tim và mạch máu khác
Z95.3,Còn van tim sinh học
Z95.0,Còn các thiết bị điện tử tim mạch
Z95.2,Còn van tim nhân tạo
Z95.5,Còn thiết bị implant và vật ghép tạo hình động mạch vành
Z91.1,Tiền sử bản thân không tuân thủ điều trị và phác đồ điều trị
Z91.5,Tiền sử bản thân có tự hại
Z91.2,Tiền sử bản thân vệ sinh cá nhân kém
Z91.8,"Tiền sử bản thân có các yếu tố nguy cơ xác định khác, không phân loại nơi khác"
Z91.0,"Tiền sử bản thân có dị ứng, trừ dị ứng với thuốc và các chất sinh học"
Z91.6,Tiền sử bản thân có sang chấn thực thể khác
Z91.4,"Tiền sử bản thân có sang chấn tâm lý, không phân loại nơi khác"
Z91.3,Tiền sử bản thân có thói quen ngủ- thức không lành mạnh
Z99.0,Phụ thuộc máy hút
Z99.3,Phụ thuộc vào xe lăn
Z99.9,Phụ thuộc vào thiết bị và dụng cụ không xác định
Z99.8,Phụ thuộc vào các thiết bị và dụng cụ khác
Z99.2,Phụ thuộc chạy thận nhân tạo
Z99.1,Phụ thuộc máy thở
Z99.4,Phụ thuộc vào tim nhân tạo
Z87.7,"Tiền sử bản thân có các dị tật bẩm sinh, dị tật và bất thường nhiễm sắc thể"
Z87.8,Tiền sử bản thân có các tình trạng bệnh xác định khác
Z87.1,Tiền sử bản thân có các bệnh thuộc hệ tiêu hoá
Z87.5,"Tiền sử bản thân có các biến chứng của thai kỳ, sinh đẻ và sau đẻ"
Z87.3,Tiền sử bản thân có các bệnh thuộc hệ cơ xương và tổ chức liên kết
Z87.2,Tiền sử bản thân có các bệnh về da và tổ chức dưới da
Z87.4,Tiền sử bản thân có các bệnh thuộc hệ sinh dục tiết niệu
Z87.6,Tiền sử bản thân có một số bệnh xuất hiện trong thời kỳ chu sinh
Z87.0,Tiền sử bản thân có các bệnh thuộc hệ hô hấp
Z94.6,Tình trạng ghép xương
Z94.9,"Tình trạng đã ghép mô và bộ phận cơ thể, không xác định"
Z94.2,Tình trạng ghép phổi
Z94.3,Tình trạng ghép tim và phổi
Z94.0,Tình trạng ghép thận
Z94.8,Tình trạng đã ghép mô và bộ phận cơ thể khác
Z94.1,Tình trạng ghép tim
Z94.7,Tình trạng ghép giác mạc
Z94.4,Tình trạng ghép gan
Z94.5,Tình trạng ghép da
Z80.5,Tiền sử gia đình có u ác tính ở đường tiết niệu
Z80.3,Tiền sử gia đình có u ác tính ở vú
Z80.6,Tiền sử gia đình có bệnh bạch cầu
Z80.2,Tiền sử gia đình có u ác tính ở các cơ quan hô hấp và trong lồng ngực khác
Z80.0,Tiền sử gia đình có u ác tính ở cơ quan tiêu hoá
Z80.1,"Tiền sử gia đình có u ác tính ở khí quản, phế quản và phổi"
Z80.8,Tiền sử gia đình có u ác tính của cơ quan và hệ thống khác
Z80.7,"Tiền sử gia đình có u ác tính dạng lympho (bạch huyết), hệ tạo máu và các tổ chức liên quan"
Z80.9,"Tiền sử gia đình có u ác tính, không xác định"
Z80.4,Tiền sử gia đình có u ác tính ở cơ quan sinh dục
Z96.7,Còn dụng cụ Implant xương và gân
Z96.5,Còn dụng cụ chân răng và trụ Implant
Z96.1,Còn thể thuỷ tinh nhân tạo (IOL)
Z96.2,Còn dụng cụ Implant tai và thính giác
Z96.0,Còn các dụng cụ cấy ghép tiết niệu sinh dục
Z96.9,"Còn dụng cụ cấy ghép chức năng, không xác định"
Z96.8,Còn dụng cụ cấy ghép chức năng xác định khác
Z96.4,Còn dụng cụ cấy ghép nội tiết
Z96.3,Còn họng nhân tạo
Z96.6,Còn dụng cụ chỉnh hình khớp
Z84.3,Tiền sử gia đình có các bệnh về huyết thống
Z84.2,Tiền sử gia đình có các bệnh thuộc hệ sinh dục tiết niệu
Z84.0,Tiền sử gia đình có các bệnh về da và tổ chức dưới da
Z84.8,Tiền sử gia đình có các bệnh xác định khác
Z84.1,Tiền sử gia đình có các rối loạn về thận và niệu quản
Z93.4,Tình trạng có lỗ mở nhân tạo khác của dạ dày- ruột
Z93.0,Tình trạng có lỗ mở khí quản
Z93.1,Tình trạng có lỗ mở dạ dày
Z93.2,Tình trạng có lỗ mở hồi tràng
Z93.9,"Tình trạng có lỗ mở nhân tạo, không xác định"
Z93.3,Tình trạng có lỗ mở đại tràng
Z93.8,Tình trạng có lỗ mở nhân tạo khác
Z93.5,Tình trạng có lỗ mở bàng quang
Z93.6,Tình trạng có lỗ mở khác của đường tiết niệu
Z81.4,Tiền sử gia đình có lạm dụng các chất khác
Z81.8,Tiền sử gia đình có các rối loạn hành vi và tâm thần
Z81.1,Tiền sử gia đình có lạm dụng rượu
Z81.0,Tiền sử gia đình có chậm phát triển trí tuệ
Z81.2,Tiền sử gia đình có lạm dụng thuốc lá
Z81.3,Tiền sử gia đình có lạm dụng thuốc kích thần
Z83.7,Tiền sử gia đình có các bệnh thuộc hệ tiêu hoá
Z83.5,Tiền sử gia đình có các rối loạn thị giác và thính giác
Z83.3,Tiền sử gia đình có bệnh đái tháo đường
Z83.0,Tiền sử gia đình có người nhiễm vi rút gây suy giảm miễn dịch ở người (HIV)
Z83.6,Tiền sử gia đình có các bệnh hô hấp
Z83.1,Tiền sử gia đình có các bệnh nhiễm trùng và ký sinh trùng khác
Z83.2,Tiền sử gia đình có các bệnh về máu và cơ quan tạo máu và một số rối loạn về cơ chế miễn dịch
Z83.4,"Tiền sử gia đình có các bệnh về nội tiết, dinh dưỡng và chuyển hoá"
Z62.2,Nuôi dạy trong môi trường thể chế
Z62.0,Sự giám sát và kiểm soát của cha mẹ không đầy đủ
Z62.6,Áp đặt không phù hợp từ cha mẹ và các kiểu cách nuôi dạy bất thường khác
Z62.4,Thờ ơ với cảm xúc của trẻ
Z62.5,Các vấn đề khác liên quan đến việc thờ ơ trong quá trình nuôi dạy
Z62.1,Sự bao bọc quá mức của cha mẹ
Z62.3,Thù địch và đổ lỗi cho trẻ
Z62.8,Các vấn đề đặc hiệu khác liên quan tới nuôi dạy
Z62.9,"Vấn đề liên quan tới nuôi dạy, không xác định"
Z57.8,Nghề nghiệp tiếp xúc với các yếu tố nguy cơ khác
Z57.6,Nghề nghiệp tiếp xúc với nhiệt độ cao
Z57.7,Nghề nghiệp tiếp xúc với độ rung
Z57.2,Nghề nghiệp tiếp xúc với bụi
Z57.3,Nghề nghiệp tiếp xúc với không khí lây nhiễm khác
Z57.5,Nghề nghiệp tiếp xúc với các chất độc trong các ngành công nghiệp khác
Z57.9,Nghề nghiệp tiếp xúc với các yếu tố nguy cơ không xác định
Z57.1,Nghề nghiệp tiếp xúc với tia xạ
Z57.0,Nghề nghiệp tiếp xúc với tiếng ồn
Z57.4,Nghề nghiệp tiếp xúc với các chất độc hại trong nông nghiệp
Z60.0,Vấn đề do thay đổi cuộc sống
Z60.2,Sống đơn độc
Z60.3,Khó khăn trong việc tiếp nhận biến đổi văn hoá
Z60.1,Hoàn cảnh cha hay mẹ không điển hình
Z60.8,Các vấn đề khác liên quan đến môi trường xã hội
Z60.5,Mục tiêu phân biệt đối xử chống đối cảm nhận được và ngược đãi
Z60.4,Loại trừ và đào thải xã hội
Z60.9,"Vấn đề liên quan đến môi trường xã hội, không xác định"
Z61.7,Yếu tố trực tiếp gây hoảng sợ cho trẻ
Z61.5,Những vấn đề được xem là lạm dụng tình dục trẻ em của người lớn ngoài quan hệ nương tựa chủ chốt
Z61.4,Những vấn đề được xem là lạm dụng tình dục trẻ em của người lớn có quan hệ nương tựa chủ chốt
Z61.9,"Sự kiện tiêu cực ở tuổi ấu thơ, không xác định"
Z61.6,Những vấn đề được xem là lạm dụng thân thể trẻ em
Z61.1,Bị đưa ra khỏi nhà thời thơ ấu.
Z61.2,Sự thay đổi trong mô hình quan hệ gia đình thời thơ ấu
Z61.3,Những sự kiện dẫn đến mất lòng tự trọng trong thời thơ ấu
Z61.8,Những sự kiện tiêu cực khác ở tuổi ấu thơ
Z61.0,Mất quan hệ gần gũi trong thời kỳ thơ ấu
Z58.6,Cung cấp nước uống không đầy đủ
Z58.0,Phơi nhiễm với tiếng ồn
Z58.5,Phơi nhiễm với các ô nhiễm khác
Z58.1,Phơi nhiễm với không khí ô nhiễm
Z58.9,"Các vấn đề liên quan đến môi trường vật lý, không xác định"
Z58.8,Các vấn đề khác liên quan đến môi trường vật lý
Z58.4,Phơi nhiễm với tia xạ
Z58.2,Phơi nhiễm với nước ô nhiễm
Z58.7,Tiếp cận tình thế với khói thuốc
Z58.3,Phơi nhiễm với đất ô nhiễm
Z55.0,Mù chữ và biết chữ mức thấp
Z55.8,Các vấn đề khác liên quan đến giáo dục và mù chữ
Z55.3,Học kém ở trường
Z55.1,Không có trường học và không tới được
Z55.9,"Vấn đề liên quan đến giáo dục và biết chữ, không xác định"
Z55.4,Bất hoà với giáo viên và bạn cùng lớp
Z55.2,Thi trượt
Z65.9,Những vấn đề liên quan đến các hoàn cảnh tâm lí xã hội không xác định
Z65.3,Vấn đề liên quan đến pháp luật
Z65.1,Tống giam và các giam cầm khác
Z65.0,Kết án với các vụ kiện dân sự và hình sự không tống giam
Z65.8,Những vấn đề đặc hiệu khác liên quan đến hoàn cảnh tâm lí xã hội
Z65.2,Vấn đề liên quan đến ra tù
Z65.4,Nạn nhân của tội ác và khủng bố
Z65.5,"Tiếp cận tình thế với thảm hoạ, chiến tranh và thù địch khác"
Z59.1,Nhà ở không đầy đủ
Z59.4,Thiếu thức ăn
Z59.3,Những vấn đề liên quan đến sinh sống tại nơi cư trú
Z59.8,Những vấn đề khác liên quan đến nhà ở và hoàn cảnh kinh tế
Z59.9,"Vấn đề liên quan đến nhà ở và hoàn cảnh kinh tế, không xác định"
Z59.5,Quá nghèo
Z59.2,"Bất hoà với hàng xóm, người thuê và chủ nhà"
Z59.6,Thu nhập thấp
Z59.7,Trợ cấp xã hội và bảo hiểm xã hội không đảm bảo
Z59.0,Tình trạng vô gia cư
Z63.4,Mất tích và chết của thành viên trong gia đình
Z63.5,Sự tan vỡ của gia đình do ly thân và ly dị
Z63.8,Các vấn đề đặc hiệu khác liên quan đến nhóm trợ giúp
Z63.7,Các sự kiện chấn động đời sống khác ảnh hưởng đến gia đình và hộ gia đình
Z63.1,Những vấn đề liên quan đến cha mẹ và thông gia
Z63.6,Phụ thuộc vào người thân chăm sóc tại nhà
Z63.3,Thiếu vắng thành viên trong gia đình
Z63.0,Vấn đề trong mối quan hệ với vợ hoặc chồng hay bạn đời
Z63.9,"Vấn đề khác liên quan đến nhóm trợ giúp, không xác định"
Z63.2,Hỗ trợ không đầy đủ của gia đình
Z56.2,Sợ mất việc
Z56.1,Thay đổi công việc
Z56.5,Việc làm không thích hợp
Z56.4,Bất hoà với chủ và các đồng nghiệp
Z56.7,Các vấn đề liên quan đến việc làm khác và không xác định
Z56.0,"Thất nghiệp, không xác định"
Z56.6,Căng thẳng tinh thần và thể lực liên quan đến công việc
Z56.3,Lịch làm việc căng thẳng
Z64.1,Những vấn đề liên quan đến đẻ nhiều con
Z64.3,Phát hiện và thừa nhận các yếu tố ứng xử và tâm lý xác định là có nguy cơ và có hại
Z64.4,Bất hoà với người tư vấn
Z64.0,Các vấn đề liên quan đến mang thai không mong muốn
Z64.2,"Phát hiện và thừa nhận các yếu tố vật lí, dinh dưỡng và hoá học, xác định là có nguy cơ và có hại"
Z11.0,Khám sàng lọc chuyên khoa về các bệnh nhiễm khuẩn đường ruột
Z11.9,"Khám sàng lọc chuyên khoa về các bệnh nhiễm trùng và ký sinh trùng khác, không xác định"
Z11.3,Khám sàng lọc chuyên khoa về các bệnh nhiễm trùng lây truyền qua đường tình dục
Z11.5,Khám sàng lọc chuyên khoa về các bệnh vi rút khác
Z11.1,Khám sàng lọc chuyên khoa về lao phổi
Z11.4,Khám sàng lọc chuyên khoa về vi rút suy giảm miễn dịch người (HIV)
Z11.2,Khám sàng lọc chuyên khoa về các bệnh nhiễm khuẩn khác
Z11.6,Khám sàng lọc chuyên khoa về các bệnh do động vật đơn bào khác và giun sán
Z11.8,Khám sàng lọc chuyên khoa về các bệnh nhiễm trùng và ký sinh trùng khác
Z00.5,Khám cho người muốn hiến tạng và mô
Z00.1,Khám trẻ em thường quy
Z00.6,Khám so sánh nhóm can thiệp và đối chứng trong chương trình nghiên cứu lâm sàng
Z00.8,Các loại khám tổng quát khác
Z00.4,"Khám tâm thần tổng quát, không phân loại nơi khác"
Z00.3,Khám tình trạng phát triển ở tuổi vị thành niên
Z00.2,Khám thời kỳ phát triển nhanh của trẻ
Z00.0,Khám sức khoẻ tổng quát
Z12.2,Khám sàng lọc chuyên khoa u cơ quan hô hấp
Z12.3,Khám sàng lọc chuyên khoa u vú
Z12.0,Khám sàng lọc chuyên khoa u dạ dày
Z12.8,Khám sàng lọc chuyên khoa khối u ở vị trí khác
Z12.9,"Khám sàng lọc chuyên khoa khối u, không xác định"
Z12.1,Khám sàng lọc chuyên khoa u đường ruột
Z12.6,Khám sàng lọc chuyên khoa u bàng quang
Z12.5,Khám sàng lọc chuyên khoa u tiền liệt tuyến
Z12.4,Khám sàng lọc chuyên khoa về u cổ tử cung
Z04.0,Xét nghiệm phát hiện cồn trong máu và ma tuý trong máu
Z04.2,Khám và theo dõi sau tai nạn lao động
Z04.4,Khám và theo dõi sau cưỡng dâm và dụ dỗ
Z04.9,Khám và theo dõi vì lý do không xác định
Z04.8,Khám và theo dõi vì lý do xác định khác
Z04.3,Khám và theo dõi sau tai nạn khác
Z04.1,Khám và theo dõi sau tai nạn giao thông
Z04.6,Khám tâm thần tổng quát do nhà chức trách yêu cầu
Z04.5,"Khám và theo dõi sau khi bị tổn thương do bạo hành, ngược đãi gây ra"
Z09.2,Khám theo dõi sau hoá trị liệu các tình trạng bệnh khác
Z09.1,Khám theo dõi sau xạ trị liệu các tình trạng bệnh khác
Z09.4,Khám theo dõi sau điều trị gãy xương
Z09.0,Khám theo dõi sau phẫu thuật các tình trạng bệnh khác
Z09.8,Khám theo dõi sau điều trị khác của các bệnh khác
Z09.9,Khám theo dõi sau điều trị không xác định của các tình trạng bệnh khác
Z09.7,Khám theo dõi sau điều trị phối hợp các tình trạng bệnh khác
Z09.3,Khám theo dõi sau tâm lý liệu pháp
Z01.4,Khám phụ khoa (tổng quát) (định kỳ)
Z01.9,"Thăm khám chuyên khoa, không xác định"
Z01.6,"Khám điện quang, không phân loại nơi khác"
Z01.0,Khám mắt và thị lực
Z01.2,Khám răng
Z01.8,Các thăm khám chuyên khoa xác định khác
Z01.7,Xét nghiệm cận lâm sàng
Z01.3,Thăm khám về huyết áp
Z01.1,Khám tai và thính lực
Z01.5,Chẩn đoán về da và các test mẫn cảm
Z13.3,Khám sàng lọc chuyên khoa các rối loạn tâm thần và hành vi
Z13.4,Khám sàng lọc chuyên khoa một số loạn phát triển của trẻ em
Z13.1,Khám sàng lọc chuyên khoa đái tháo đường
Z13.0,Khám sàng lọc chuyên khoa các bệnh về máu và các cơ quan tạo máu và một số rối loạn liên quan đến cơ chế miễn dịch
Z13.2,Khám sàng lọc chuyên khoa các rối loạn dinh dưỡng
Z13.6,Khám sàng lọc chuyên khoa các rối loạn tim mạch
Z13.5,Khám sàng lọc chuyên khoa các rối loạn thị giác và thính giác
Z13.9,"Khám sàng lọc chuyên khoa, không xác định"
Z13.7,"Khám sàng lọc chuyên khoa các dị dạng bẩm sinh, các biến dạng khác và các bất thường nhiễm sắc thể"
Z13.8,Khám sàng lọc chuyên khoa các bệnh và các rối loạn xác định khác
Z02.9,"Khám vì lý do hành chính, không xác định"
Z02.1,Khám sức khoẻ trước khi tuyển dụng
Z02.4,Khám sức khoẻ để cấp giấy phép lái xe
Z02.7,Cấp giấy chứng nhận y tế
Z02.2,Khám sức khoẻ để nhập viện hoặc cơ sở chăm sóc nội trú
Z02.8,Các khám khác vì lý do hành chính
Z02.0,Khám sức khoẻ để nhập học vào cơ sở giáo dục
Z02.5,Khám sức khoẻ để tham gia thể thao
Z02.6,Khám vì lý do bảo hiểm
Z02.3,Khám sức khoẻ để tuyển dụng vào lực lượng vũ trang
Z08.9,Khám theo dõi sau điều trị không xác định của u ác tính
Z08.2,Khám theo dõi sau hoá trị liệu u ác tính
Z08.1,Khám theo dõi sau điều trị xạ trị u ác tính
Z08.8,Khám theo dõi sau điều trị khác của u ác tính
Z08.7,Khám theo dõi sau điều trị phối hợp u ác tính
Z08.0,Khám theo dõi sau phẫu thuật u ác tính
Z10.2,Kiểm tra sức khoẻ tổng quát thường quy của lực lượng vũ trang
Z10.8,Kiểm tra sức khoẻ tổng quát thường quy cho các nhóm đối tượng xác định khác
Z10.1,Khám sức khoẻ tổng quát định kỳ cho cư dân trong các cơ sở chăm sóc nội trú
Z10.3,Kiểm tra sức khoẻ tổng quát thường quy cho các đội thể thao
Z10.0,Khám sức khoẻ về nghề nghiệp
Z03.8,"Theo dõi, đánh giá người nghi ngờ mắc bệnh và tình trạng bệnh khác"
Z03.4,"Theo dõi, đánh giá người nghi ngờ có nhồi máu cơ tim"
Z03.3,"Theo dõi, đánh giá người nghi ngờ mắc các rối loạn hệ thần kinh"
Z03.2,"Theo dõi, đánh giá người nghi ngờ mắc các rối loạn tâm thần và hành vi"
Z03.9,"Theo dõi, đánh giá người nghi ngờ mắc bệnh hoặc tình trạng bệnh, không xác định"
Z03.6,"Theo dõi, đánh giá người nghi ngờ bị ảnh hưởng của độc tính của chất nuốt phải"
Z03.1,"Theo dõi, đánh giá người nghi ngờ mắc bệnh ung thư"
Z03.0,"Theo dõi, đánh giá nghi ngờ mắc bệnh lao"
Z03.5,"Theo dõi, đánh giá người nghi ngờ mắc bệnh tim mạch khác"
D18.1,"U bạch huyết, vị trí bất kỳ"
D18.0,"U máu, vị trí bất kỳ"
D25.9,"U cơ trơn tử cung, không đặc hiệu"
D25.0,U cơ trơn dưới niêm mạc tử cung
D25.2,U cơ trơn dưới thanh mạc tử cung
D25.1,U cơ trơn trong vách tử cung
D23.9,"U lành của da, không đặc hiệu"
D23.0,U lành da của môi
D23.1,U lành da của mi mắt kể cả góc mắt
D23.5,U lành da thân mình
D23.7,U lành da chi dưới bao gồm hông
D23.3,U lành ở da các phần khác và không xác định của mặt
D23.2,U lành da tai và ống tai ngoài
D23.6,"U lành da chi trên, bao gồm vai"
D23.4,U lành da đầu và cổ
D16.5,U lành của xương hàm dưới
D16.7,"U lành của xương sườn, xương ức và xương đòn"
D16.6,U lành tính của cột sống
D16.1,U lành của xương ngắn của chi trên
D16.0,U lành của xương bả vai và xương dài của chi trên
D16.4,U lành tính xương sọ và xương mặt
D16.8,"U lành của xương chậu, xương thiêng và xương cụt"
D16.3,U lành của xương ngắn của chi dưới
D16.9,U lành của xương và sụn khớp không đặc hiệu
D16.2,U lành của xương dài của chi dưới
D20.0,U lành mô mềm sau phúc mạc
D20.1,U lành mô mềm phúc mạc
D15.9,U lành của cơ quan trong lồng ngực không đặc hiệu
D15.1,U lành của tim
D15.7,U lành của cơ quan trong lồng ngực xác định khác
D15.0,U lành của tuyến ức
D15.2,U lành của trung thất
D29.1,U lành của Tuyến tiền liệt
D29.4,U lành của bìu
D29.0,U lành của Dương vật
D29.7,U lành của Cơ quan sinh dục nam khác
D29.9,"U lành của Cơ quan sinh dục nam, không đặc hiệu"
D29.3,U lành của Mào tinh hoàn
D29.2,U lành của Tinh hoàn
D36.1,U lành thần kinh ngoại vi và thần kinh tự chủ
D36.0,U lành hạch lympho
D36.7,U lành vị trí xác định khác
D36.9,U lành của vị trí không xác định
D13.5,U lành của đường mật ngoài gan
D13.9,U lành của vị trí không rõ ràng trong hệ tiêu hoá
D13.4,U lành của gan
D13.1,U lành của dạ dày
D13.7,U lành của tuỵ nội tiết
D13.3,U lành của phần khác và không xác định của ruột non
D13.2,U lành của tá tràng
D13.6,U lành của tuỵ
D13.0,U lành của thực quản
D28.9,"U lành cơ quan sinh dục nữ, không đặc hiệu"
D28.2,U lành vòi tử cung và dây chằng
D28.1,U lành âm đạo
D28.0,U lành âm hộ
D28.7,U lành cơ quan sinh dục nữ xác định khác
D31.9,"U lành của mắt, không đặc hiệu"
D31.2,U lành võng mạc
D31.1,U lành giác mạc
D31.0,U lành kết mạc
D31.6,U lành hốc mắt không đặc hiệu
D31.4,U lành thể mi
D31.3,U lành màng mạch mắt
D31.5,U lành tuyến và ống lệ
D35.3,U lành ống sọ hầu
D35.1,U lành tuyến cận giáp
D35.2,U lành tuyến yên
D35.7,U lành tuyến nội tiết xác định khác
D35.8,U lành liên quan nhiều tuyến nội tiết
D35.6,U lành thể động mạch chủ và thể cận hạch khác
D35.4,U lành tuyến tùng
D35.9,"U lành của tuyến nội tiết, không đặc hiệu"
D35.0,U lành tuyến thượng thận
D35.5,U lành thể cảnh
D33.7,U lành của phần xác định khác của hệ thần kinh trung ương
D33.2,"U lành của não, không đặc hiệu"
D33.9,"U lành của hệ thần kinh trung ương, không đặc hiệu"
D33.0,U lành của bán cầu đại não trên lều
D33.3,U lành thần kinh sọ não
D33.1,"U lành của não, dưới lều"
D33.4,U lành của tuỷ sống
D14.0,"U lành của tai giữa, khoang mũi và các xoang phụ"
D14.3,U lành của phế quản và phổi
D14.1,U lành của thanh quản
D14.2,U lành của khí quản
D14.4,"U lành của hệ hô hấp, không đặc hiệu"
D22.5,Nốt ruồi của thân mình
D22.1,Nốt ruồi của khoé mắt bao gồm mi mắt
D22.7,Nốt ruồi của chi dưới bao gồm hông
D22.4,Nốt ruồi của da đầu và cổ
D22.6,Nốt ruồi của chi trên bao gồm vai
D22.2,Nốt ruồi của tai và ống tai ngoài
D22.9,Nốt ruồi không có gì đặc hiệu
D22.3,Nốt ruồi của phần khác và phần không xác định của mặt
D22.0,Nốt ruồi của môi
D32.9,"U lành màng não, không đặc hiệu"
D32.0,U lành của màng não tại não
D32.1,U lành của màng não tuỷ sống
D21.0,"U lành mô liên kết và mô mềm khác của đầu, mặt và cổ"
D21.3,U lành mô liên kết và mô mềm khác của lồng ngực
D21.9,"U lành mô liên kết và mô mềm khác, không đặc hiệu"
D21.5,U lành mô liên kết và mô mềm khác của vùng chậu
D21.6,"U lành mô liên kết và mô mềm khác của thân mình, không đặc hiệu"
D21.4,U lành mô liên kết và mô mềm khác của bụng
D21.1,U lành mô liên kết và mô mềm khác của chi trên bao gồm vai
D21.2,"U lành mô liên kết và mô mềm khác của chi dưới, bao gồm hông"
D10.4,U lành của amidan
D10.2,U lành của sàn miệng
D10.3,U lành của phần khác và không xác định của miệng
D10.5,U lành của phần khác của họng miệng
D10.1,U lành của lưỡi
D10.9,"U lành của họng, không đặc hiệu"
D10.7,U lành của hạ họng
D10.0,U lành của môi
D10.6,U lành của mũi họng
D11.9,U lành của tuyến nước bọt chính không đặc hiệu
D11.7,U lành của tuyến nước bọt chính khác
D11.0,U lành của tuyến mang tai
D19.1,U lành trung mô của phúc mạc
D19.0,U lành trung mô của màng phổi
D19.9,U lành trung mô không xác định
D19.7,U lành trung mô của các vị trí khác
D30.2,U lành của Niệu quản
D30.7,U lành của Cơ quan tiết niệu khác
D30.9,U lành của Cơ quan tiết niệu không đặc hiệu
D30.3,U lành của Bàng quang
D30.1,U lành của bể thận
D30.4,U lành của Niệu đạo
D30.0,U lành của Thận
D12.0,U lành của manh tràng
D12.5,U lành của đại tràng sigma
D12.3,U lành của đại tràng ngang
D12.9,U lành của hậu môn và ống hậu môn
D12.6,"U lành của đại tràng, không đặc hiệu"
D12.4,U lành của đại tràng xuống
D12.1,U lành của ruột thừa
D12.2,U lành của đại tràng lên
D12.8,U lành của trực tràng
D12.7,U lành của đoạn nối trực tràng- đại tràng sigma
D17.9,U mỡ lành tính không đặc hiệu
D17.4,U mỡ lành tính của cơ quan trong lồng ngực
D17.2,U mỡ lành tính của da và mô dưới da ở các chi
D17.1,U mỡ lành tính của da và mô dưới da ở thân hình
D17.6,U mỡ lành tính của thừng tinh
D17.0,"U mỡ lành tính của da và mô dưới da ở đầu, mặt và cổ"
D17.7,U mỡ lành tính của vị trí khác
D17.5,U mỡ lành tính của cơ quan trong ổ bụng
D17.3,U mỡ lành tính của da và mô dưới da ở vị trí khác và không xác định
D26.1,U lành thân tử cung
D26.0,U lành cổ tử cung
D26.7,U lành phần khác của tử cung
D26.9,"U lành tử cung, không đặc hiệu"
D02.3,Ung thư biểu mô tại chỗ của phần khác và hệ hô hấp
D02.2,Ung thư biểu mô tại chỗ của phế quản và phổi
D02.4,Ung thư biểu mô tại chỗ của hệ hô hấp không đặc hiệu
D02.0,Ung thư biểu mô tại chỗ của thanh quản
D02.1,Ung thư biểu mô tại chỗ của khí quản
D00.0,Ung thư biểu mô tại chỗ của môi khoang miệng và họng
D00.2,Ung thư tại chỗ của Dạ dày
D00.1,Ung thư biểu mô tại chỗ của thực quản
D06.9,"Ung thư biểu mô tại chỗ của cổ tử cung, không đặc hiệu"
D06.1,Ung thư biểu mô tại chỗ của ngoại mạc
D06.7,Ung thư biểu mô tại chỗ của phần khác của cổ tử cung
D06.0,Ung thư biểu mô tại chỗ của nội mạc
D05.7,Ung thư biểu mô ống tuyến khác tại chỗ của vú
D05.9,"Ung thư biểu mô tại chỗ của vú, không đặc hiệu"
D05.1,Ung thư biểu mô ống tuyến vú tại chỗ
D05.0,Ung thư biểu mô tiểu thuỳ tại chỗ
D09.0,Ung thư biểu mô tại chỗ của bàng quang
D09.7,Ung thư biểu mô tại chỗ ở vị trí xác định khác
D09.9,"Ung thư biểu mô tại chỗ, không xác định"
D09.2,Ung thư biểu mô tại chỗ của mắt
D09.1,Ung thư biểu mô tại chỗ của cơ quan tiết niệu khác và không xác định
D09.3,Ung thư biểu mô tại chỗ của tuyến giáp và tuyến nội tiết khác
D01.3,Ung thư biểu mô tại chỗ của hậu môn và ống hậu môn
D01.5,"Ung thư biểu mô tại chỗ của gan, túi mật và đường dẫn mật"
D01.2,Ung thư biểu mô tại chỗ của trực tràng
D01.7,Ung thư biểu mô tại chỗ của cơ quan tiêu hoá xác định khác
D01.9,Ung thư biểu mô tại chỗ của cơ quan tiêu hoá không đặc hiệu
D01.0,Ung thư biểu mô tại chỗ của đại tràng
D01.1,Ung thư biểu mô tại chỗ của đoạn nối trực tràng- đại tràng sigma
D01.4,Ung thư biểu mô tại chỗ của phần khác và không xác định của ruột non
D03.8,Ung thư tế bào hắc tố tại chỗ của vị trí khác
D03.9,"Ung thư tế bào hắc tố tại chỗ, không đặc hiệu"
D03.2,Ung thư tế bào hắc tố tại chỗ của tai và ống ngoài tai
D03.0,U hắc tố tại chỗ của môi
D03.3,Ung thư tế bào hắc tố tại chỗ của phần khác và phần không xác định của mặt
D03.1,"Ung thư tế bào hắc tố tại chỗ của mi mắt, bao gồm góc mắt"
D03.6,"Ung thư tế bào hắc tố tại chỗ của chi trên, bao gồm vai"
D03.7,"Ung thư tế bào hắc tố tại chỗ của chi dưới, bao gồm hông"
D03.5,Ung thư tế bào hắc tố tại chỗ của thân mình
D03.4,Ung thư tế bào hắc tố tại chỗ của da đầu và cổ
D07.3,Ung thư biểu mô tại chỗ của cơ quan sinh dục nữ khác và không xác định
D07.0,Ung thư biểu mô tại chỗ của nội mạc tử cung
D07.5,Ung thư biểu mô tại chỗ của tuyến tiền liệt
D07.2,Ung thư biểu mô tại chỗ của âm đạo
